0    0    0    1 4096
0    1    1    1    1
0    1 3817    2    3
0  585    0    2    1
0  585    1    1 1199
0  586 1198    1    2
0  973    0    1    1
0 1164    0    1    1
0 1273    0    1    1
0 1815    0    1    1
0 2047    0    1 4096
0 1379    2    1    1
0 1378    3    1    1
0 1985    2    1    2
0 1823    4    1    1
0  368    8    1    1
0  541    8    1    1
0 1880    8    1    1
0   50   12    1    2
0   49   14    1    2
0  865   16    2    1
0  866   17    1    1
0 2026   18    2    2
0  908   22    1    1
0 1478   23    2    2
0 1480   24    2    3
0 1479   25    1    1
0 1482   25    2    3
0 1484   26    2    3
0 1486   27    1    1
0 1483   28    1    1
0 1487   28    1    2
0 1484   29    1    3
0 1483   30    1    2
0 1485   30    2    1
0 1418   24    1    1
0   78   29    4    4
0   77   30    1    1
0   82   31    1    3
0   79   33    3    1
0  668   29    1    2
0  960   30    1    2
0 1054   30    1    1
0 1599   36    2    3
0 1598   37    1    1
0   12   37    1    1
0   13   38    1    1
0  914   36    1    2
0  913   38    1    4
0  909   39    1    2
0  910   41    2    1
0  912   42    1    1
0  664   45    1    2
0  663   46    1    1
0 1203   44    1    1
0 1201   45    2    2
0 2017   65    1    2
0 2018   66    1    3
0 2019   67    1    2
0 1559   71    1    1
0 1480   72    3    2
0 1483   73    1    2
0 1481   74    2    1
0  318   76    2    1
0  963   80    1    1
0  159   83    1    1
0  742   86    1    1
0  510  106    1    2
0 1542  108    2    1
0 1541  109    2    1
0 1544  109    1    1
0 1540  110    2    1
0 1543  110    1    2
0 1541  111    2    1
0   63  115    1    1
0  618  119    2    1
0  632  125    2    1
0 1776  138    2    1
0  401  153    1    1
0  516  158    1    1
0   39  160    1    1
0 1962  163    1    1
0 1377  164    1    1
0 1122  171    1    1
0 1571  184    1    1
0 1310  186    2    1
0 1314  186    1    1
0 1312  187    2    1
0 1312  188    1    1
0 1313  189    1    1
0 1310  188    1    1
0 1194  197    1    1
0 1511  198    1    1
0 1979  201    2    1
0 2033  212    2    1
0 2033  213    1    1
0  446  229    3    1
0  445  230    1    1
0  447  230    3    1
0  451  231    1    1
0  452  232    1    1
0  453  233    1    2
0  454  235    2    1
0  455  236    1    2
0  454  238    1    4
0  455  239    2    1
0  453  240    1    1
0  455  240    1    1
0  245  239    8    1
0  663  240    1    1
0  595  242    1    1
0  195  247    1    2
0  196  248    1    1
0  999  248    1    7
0  998  249    1    3
0 1000  251    1    5
0 1001  253    1    3
0 1377  253    1    1
0  423  256    2    1
0 1889  256    2    2
0 1162  259    2    1
0 1453  263    1    5
0 1455  263    1    4
0 1452  264    1    3
0 1454  264    1    3
0 1456  264    1    1
0 1302  264    2    2
0 1301  265    1    2
0 1304  265    1    1
0 1302  266    1    1
0 1816  265    1    1
0  836  277    1    1
0 1892  290    1    1
0  227  296    2    2
0  413  306    1    1
0 1704  307    2    1
0 1705  308    1    1
0 1774  311    1    2
0 2012  316    2    2
0 2012  318    1    1
0 1238  317    3    1
0 1238  318    2    1
0 1908  318    1    1
0  454  328    1    1
0  414  330    1    1
0  413  331    1    2
0  412  332    1    2
0  414  332    1    1
0 1654  330    2    3
0 1653  331    1    5
0 1651  333    2    3
0 1654  333    1    2
0 1181  336    2    3
0 1179  337    2    4
0 1177  338    2    3
0 1176  339    1    2
0 1181  339    1    1
0  588  339    5    1
0  588  340    4    3
0  592  341    2    3
0  589  343    3    2
0 1293  339    1    1
0  993  349    1    1
0  707  350    1    1
0  993  352    1    1
0  352  360    3    2
0   46  361    1    2
0   47  362    1    1
0 1951  376    2    1
0 1293  381    1    2
0 1699  393    1    1
0 1422  394    1    1
0  453  395    1    1
0 2010  398    1    1
0 1107  401    1    1
0  873  410    1    1
0  519  414    1    3
0  518  415    1    1
0  520  415    1    3
0  521  416    1    2
0 1267  418    1    1
0 1616  420    1    2
0 1617  421    1    1
0  930  439    2    1
0  265  445    3    1
0 1515  445    1    1
0 1401  463    1    1
0  726  468    1    1
0 1685  470    2    3
0 1687  471    1    2
0 1685  473    1    1
0  867  473    1    1
0  795  474    2    2
0  862  475    1    1
0 1830  491    1    1
0  603  500    1    2
0 2016  500    2    2
0  863  503    2    2
0  862  504    1    2
0  863  505    1    1
0 1868  504    2    2
0  583  508    1    2
0 1414  523    1    3
0 1643  532    1    1
0 2038  536    4    3
0 2037  537    1    2
0 2042  537    1    1
0 2038  539    3    1
0  526  541    1    2
0  829  549    1    2
0  830  550    1    1
0  952  572    1    1
0 1495  576    1    1
0 1043  596    1    1
0  851  603    1    3
0  850  604    1    2
0  852  604    2    2
0  854  605    1    2
0  853  606    1    1
0  855  606    1    1
0  856  607    1    1
0 1843  609    1    2
0 1841  612    1    2
0  855  609    1    1
0  852  610    3    1
0  853  611    1    2
0  852  612    1    2
0  850  613    2    1
0  847  614    4    1
0  847  615    3    1
0   48  616    1    1
0 1702  625    2    1
0 1576  637    1    1
0 1355  646    5    2
0 1360  647    1    5
0 1357  648    3    1
0 1361  648    2    4
0 1358  649    2    2
0 1363  649    1    1
0 1364  650    2    2
0 1358  651    1    1
0 1363  651    1    1
0 1362  652    1    1
0 1804  656    1    2
0 1805  657    1    1
0 1000  663    3    1
0 1753  682    1    1
0  729  686    2    1
0  237  693    1    1
0   71  703    2    1
0  637  703    2    1
0 1240  704    2    3
0 1239  705    1    6
0 1238  707    1    1
0 1240  707    1    4
0 1241  708    1    5
0 1238  709    1    1
0 1242  711    2    2
0 1242  713    1    1
0 1067  705    2    1
0 1757  711    1    1
0 1237  712    1    1
0 1238  713    1    1
0 1239  714    1    1
0 1240  715    1    1
0  211  743    1    1
0  212  744    1    1
0  232  745    2    1
0  908  746    2    1
0 1980  746    1    1
0 1752  760    2    1
0 1752  761    1    1
0  769  780    2    1
0  770  781    2    1
0  771  782    1    1
0   67  781    1    2
0   66  782    1    1
0   68  782    2    1
0   69  783    1    1
0 1367  783    1    1
0  570  789    2    1
0  571  790    1    1
0 1737  789    1    1
0  342  795    1    2
0 1318  798    2    1
0  896  810    2    3
0  895  811    1    1
0  241  814    1    2
0  242  815    1    1
0 1888  820    2    1
0 1476  849    1    1
0 1504  854    1    1
0 1505  855    1    1
0 1419  862    1   10
0 1418  863    1    8
0 1420  863    1    9
0 1421  869    1    3
0   69  863    1    2
0 1533  865    1    1
0  736  877    1    6
0  738  877    1    6
0  734  878    2    3
0  737  878    1    5
0  739  879    1    3
0  735  881    1    2
0  799  886    2    2
0  798  887    1    2
0  799  888    1    1
0   21  888    1    1
0 1505  891    1    2
0 1953  891    1    1
0 1443  898    1    2
0 1278  899    1    2
0 1517  901    1    1
0  273  908    1    1
0 1770  911    1    1
0 1067  913    1    1
0  947  925    2    1
0  943  926    5    1
0  943  927    3    1
0 1706  932    1    2
0 1705  933    1    2
0 1707  933    1    1
0  168  937    2    1
0  664  938    1    2
0  463  941    2    1
0  463  942    1    1
0 1104  947    1    2
0  684  950    1    1
0  229  959    2    1
0  608  962    1    1
0  702  972    1    4
0  703  975    1    4
0  704  977    1    1
0  699  978    4    1
0   36  983    1    1
0 1258  988    1    1
0 1992  992    2    1
0 1236  996    1    1
0 1005  998    2    1
0 1052 1016    3    2
0 1052 1018    1    1
0 1054 1018    1    1
0  599 1018    2    1
0  599 1019    1    1
0 1069 1035    1    1
0 1763 1058    1    1
0 1630 1061    1    1
0  145 1061    1    2
0  143 1062    2    2
0 1172 1070    1    1
0  233 1093    2    1
0  668 1094    1    1
0 1442 1101    1    1
0 1365 1105    2    2
0 1367 1106    1    2
0 1366 1107    1    1
0 1550 1113    1    1
0  821 1115    1    1
0  880 1119    1    2
0   44 1136    1    2
0  487 1142    2    2
0  697 1146    1    1
0   45 1148    1    1
0 1700 1156    1    3
0 1698 1158    1    1
0 1701 1158    1    5
0 1699 1159    1    3
0 1698 1160    1    1
0 1700 1160    1    3
0 1702 1160    1    2
0 1704 1160    1    1
0 1703 1161    1    1
0 1903 1168    1    1
0  544 1182    1    1
0 1660 1183    1    2
0  922 1195    1    1
0  702 1200    2    1
0  701 1201    1    2
0  703 1201    1    2
0  702 1202    1    1
0 1526 1204    1    1
0 1995 1206    1    1
0   16 1207    2    2
0   18 1208    1    3
0   17 1209    1    2
0 1585 1211    2    1
0 2014 1211    1    2
0 2012 1212    1    1
0 2013 1213    1    1
0  570 1217    1    1
0  246 1219    1    1
0  792 1219    1    1
0 1460 1219    1    1
0 1346 1231    1    2
0 1930 1251    2    2
0 1600 1252    1    1
0 1841 1259    1    2
0 1842 1260    1    2
0  983 1261    1    2
0 1919 1261    2    1
0  855 1273    2    5
0  857 1274    1    5
0  858 1277    3    2
0  856 1278    1    1
0  861 1278    6    1
0  874 1279    2    1
0  875 1280    2    1
0  877 1281    1    1
0  878 1282    1    1
0  879 1283    1   11
0  880 1285    1    4
0  878 1290    1    4
0 1512 1280    1    1
0  618 1309    2    2
0  620 1310    1    2
0  621 1311    3    1
0  622 1312    5    1
0  624 1313    6    1
