#
# Defects file
#
# Convert to a fits table using genDefectFits.py;  this is done for you by running scons
#
# Columns are:
#  CCD     x0     y0  width height
#
# Common edge masks
     0    996      0     56     24
     0      0   4156   2048     20
     0      0      0     17   4176
     0   1998   4035     50    141
     0   1023      0      2   4176
     0   2027      0     21   4176
     0      0   4047     37    129
     1    996      0     56     24
     1      0   4156   2048     20
     1      0      0     17   4176
     1   1998   4035     50    141
     1   1023      0      2   4176
     1   2027      0     21   4176
     1      0   4047     37    129
     2    996      0     56     24
     2      0   4156   2048     20
     2      0      0     17   4176
     2   1998   4035     50    141
     2   1023      0      2   4176
     2   2027      0     21   4176
     2      0   4047     37    129
     3    996      0     56     24
     3      0   4156   2048     20
     3      0      0     17   4176
     3   1998   4035     50    141
     3   1023      0      2   4176
     3   2027      0     21   4176
     3      0   4047     37    129
     4    996      0     56     24
     4      0   4156   2048     20
     4      0      0     17   4176
     4   1998   4035     50    141
     4   1023      0      2   4176
     4   2027      0     21   4176
     4      0   4047     37    129
     5    996      0     56     24
     5      0   4156   2048     20
     5      0      0     17   4176
     5   1998   4035     50    141
     5   1023      0      2   4176
     5   2027      0     21   4176
     5      0   4047     37    129
     6    996      0     56     24
     6      0   4156   2048     20
     6      0      0     17   4176
     6   1998   4035     50    141
     6   1023      0      2   4176
     6   2027      0     21   4176
     6      0   4047     37    129
     7    996      0     56     24
     7      0   4156   2048     20
     7      0      0     17   4176
     7   1998   4035     50    141
     7   1023      0      2   4176
     7   2027      0     21   4176
     7      0   4047     37    129
     8    996      0     56     24
     8      0   4156   2048     20
     8      0      0     17   4176
     8   1998   4035     50    141
     8   1023      0      2   4176
     8   2027      0     21   4176
     8      0   4047     37    129
     9    996      0     56     24
     9      0   4156   2048     20
     9      0      0     17   4176
     9   1998   4035     50    141
     9   1023      0      2   4176
     9   2027      0     21   4176
     9      0   4047     37    129
    10    996      0     56     24
    10      0   4156   2048     20
    10      0      0     17   4176
    10   1998   4035     50    141
    10   1023      0      2   4176
    10   2027      0     21   4176
    10      0   4047     37    129
    11    996      0     56     24
    11      0   4156   2048     20
    11      0      0     17   4176
    11   1998   4035     50    141
    11   1023      0      2   4176
    11   2027      0     21   4176
    11      0   4047     37    129
    12    996      0     56     24
    12      0   4156   2048     20
    12      0      0     17   4176
    12   1998   4035     50    141
    12   1023      0      2   4176
    12   2027      0     21   4176
    12      0   4047     37    129
    13    996      0     56     24
    13      0   4156   2048     20
    13      0      0     17   4176
    13   1998   4035     50    141
    13   1023      0      2   4176
    13   2027      0     21   4176
    13      0   4047     37    129
    14    996      0     56     24
    14      0   4156   2048     20
    14      0      0     17   4176
    14   1998   4035     50    141
    14   1023      0      2   4176
    14   2027      0     21   4176
    14      0   4047     37    129
    15    996      0     56     24
    15      0   4156   2048     20
    15      0      0     17   4176
    15   1998   4035     50    141
    15   1023      0      2   4176
    15   2027      0     21   4176
    15      0   4047     37    129
    16    996      0     56     24
    16      0   4156   2048     20
    16      0      0     17   4176
    16   1998   4035     50    141
    16   1023      0      2   4176
    16   2027      0     21   4176
    16      0   4047     37    129
    17    996      0     56     24
    17      0   4156   2048     20
    17      0      0     17   4176
    17   1998   4035     50    141
    17   1023      0      2   4176
    17   2027      0     21   4176
    17      0   4047     37    129
    18    996      0     56     24
    18      0   4156   2048     20
    18      0      0     17   4176
    18   1998   4035     50    141
    18   1023      0      2   4176
    18   2027      0     21   4176
    18      0   4047     37    129
    19    996      0     56     24
    19      0   4156   2048     20
    19      0      0     17   4176
    19   1998   4035     50    141
    19   1023      0      2   4176
    19   2027      0     21   4176
    19      0   4047     37    129
    20    996      0     56     24
    20      0   4156   2048     20
    20      0      0     17   4176
    20   1998   4035     50    141
    20   1023      0      2   4176
    20   2027      0     21   4176
    20      0   4047     37    129
    21    996      0     56     24
    21      0   4156   2048     20
    21      0      0     17   4176
    21   1998   4035     50    141
    21   1023      0      2   4176
    21   2027      0     21   4176
    21      0   4047     37    129
    22    996      0     56     24
    22      0   4156   2048     20
    22      0      0     17   4176
    22   1998   4035     50    141
    22   1023      0      2   4176
    22   2027      0     21   4176
    22      0   4047     37    129
    23    996      0     56     24
    23      0   4156   2048     20
    23      0      0     17   4176
    23   1998   4035     50    141
    23   1023      0      2   4176
    23   2027      0     21   4176
    23      0   4047     37    129
    24    996      0     56     24
    24      0   4156   2048     20
    24      0      0     17   4176
    24   1998   4035     50    141
    24   1023      0      2   4176
    24   2027      0     21   4176
    24      0   4047     37    129
    25    996      0     56     24
    25      0   4156   2048     20
    25      0      0     17   4176
    25   1998   4035     50    141
    25   1023      0      2   4176
    25   2027      0     21   4176
    25      0   4047     37    129
    26    996      0     56     24
    26      0   4156   2048     20
    26      0      0     17   4176
    26   1998   4035     50    141
    26   1023      0      2   4176
    26   2027      0     21   4176
    26      0   4047     37    129
    27    996      0     56     24
    27      0   4156   2048     20
    27      0      0     17   4176
    27   1998   4035     50    141
    27   1023      0      2   4176
    27   2027      0     21   4176
    27      0   4047     37    129
    28    996      0     56     24
    28      0   4156   2048     20
    28      0      0     17   4176
    28   1998   4035     50    141
    28   1023      0      2   4176
    28   2027      0     21   4176
    28      0   4047     37    129
    29    996      0     56     24
    29      0   4156   2048     20
    29      0      0     17   4176
    29   1998   4035     50    141
    29   1023      0      2   4176
    29   2027      0     21   4176
    29      0   4047     37    129
    30    996      0     56     24
    30      0   4156   2048     20
    30      0      0     17   4176
    30   1998   4035     50    141
    30   1023      0      2   4176
    30   2027      0     21   4176
    30      0   4047     37    129
    31    996      0     56     24
    31      0   4156   2048     20
    31      0      0     17   4176
    31   1998   4035     50    141
    31   1023      0      2   4176
    31   2027      0     21   4176
    31      0   4047     37    129
    32    996      0     56     24
    32      0   4156   2048     20
    32      0      0     17   4176
    32   1998   4035     50    141
    32   1023      0      2   4176
    32   2027      0     21   4176
    32      0   4047     37    129
    33    996      0     56     24
    33      0   4156   2048     20
    33      0      0     17   4176
    33   1998   4035     50    141
    33   1023      0      2   4176
    33   2027      0     21   4176
    33      0   4047     37    129
    34    996      0     56     24
    34      0   4156   2048     20
    34      0      0     17   4176
    34   1998   4035     50    141
    34   1023      0      2   4176
    34   2027      0     21   4176
    34      0   4047     37    129
    35    996      0     56     24
    35      0   4156   2048     20
    35      0      0     17   4176
    35   1998   4035     50    141
    35   1023      0      2   4176
    35   2027      0     21   4176
    35      0   4047     37    129
    36    996      0     56     24
    36      0   4156   2048     20
    36      0      0     17   4176
    36   1998   4035     50    141
    36   1023      0      2   4176
    36   2027      0     21   4176
    36      0   4047     37    129
    37    996      0     56     24
    37      0   4156   2048     20
    37      0      0     17   4176
    37   1998   4035     50    141
    37   1023      0      2   4176
    37   2027      0     21   4176
    37      0   4047     37    129
    38    996      0     56     24
    38      0   4156   2048     20
    38      0      0     17   4176
    38   1998   4035     50    141
    38   1023      0      2   4176
    38   2027      0     21   4176
    38      0   4047     37    129
    39    996      0     56     24
    39      0   4156   2048     20
    39      0      0     17   4176
    39   1998   4035     50    141
    39   1023      0      2   4176
    39   2027      0     21   4176
    39      0   4047     37    129
    40    996      0     56     24
